Sentiment	Text
Negative	British Government may face legal action 2 stop it exportin weapons 2 Saudi Arabia.Read: https://t.co/t8u0hkygxo #independant #stoparmstrade
Negative	Saudi Arabia is like Narnia to me. I may HAVE to go to Mecca one day to fulfil my religious obligation but already dreading being there.
Negative	DUBAI, Dec 14 (Reuters) - Two senior army commanders from Saudi Arabia and the United Arab Emirates were killed along with two Saudi
Negative	Indian Congress party leaders Sonia and Rahul Gandhi are due to appear in court on Saturday in connection with... https://t.co/61IjIjtE7P
Negative	Year-end IRA distributions may affect eligibility for the premium #tax credit https://t.co/RDvVyDkAde via IRStaxpros
Negative	Scarred Riverbeds and Dead Pistachio Trees in a Parched Iran : 7 year #drought may render 1/2 the nation inhabitable https://t.co/wEIufNKU6d
Negative	Won't be long before people will be trying to tell us Saudi Arabia and Iran have nothing to do with Islam https://t.co/AYT51YVcGw
Negative	@usedtobgop @jupiter896 The day we start legislating from the pulpit is the day religious freedom dies. We may as well be Iran at that point
Negative	18 Dec 1979, the UN called on nations to stop discriminating against women. 36 yrs &amp; Iran continues to ignore #CEDAW https://t.co/kWDNmGYcYS
Negative	"@mynamesnotmilan @maarebear ""oh Milan just texted me. OHHH aw no she can't come ova Monday!"" Literally a direct quote"
Negative	More than 3 years since @TheDesmondTutu called for the International Criminal Court to try Tony Blair for war crimes https://t.co/fOA7sPiOyq
Negative	Saudi Arabia will behead 2nd teen protester - Business Insider    Governance by the peaceful? https://t.co/acbsfraD0I
Negative	I've said all along and still staunchly maintain that the Paris attacks: Charlie Hebdo and the 13 November 2015 one were both Gladio style
Negative	Lady Gaga feared she may end up 'dead' - Independent Online https://t.co/cnNYotnbKo #gagaupdate
Negative	@ronaldstacey @jeremycorbyn excuse me? Cameron does dirty deals with Saudi Arabia may I remind you
Negative	Ancelotti getting the blame for not accepting Milan in June........
Negative	Giving Iran nuclear missile technology will create global warming this may make even more terrorist lose their jobs so its ISIS i guess.
Negative	@ABC Saudi Arabia is leading an airstrikes campaign in Yemen, the latest round of which killed at least 15 people on Monday.
Negative	So that's why a few of my recent Iran opeds got turned down by the NYT. I forgot to add more on IRGC's soft side. https://t.co/QQHFfLnajV
Negative	TFI Friday is just Chris Evans having a mid life crisis live on TV
Negative	Pink Friday set the standard for all Rap albums. If it wasn't for Nicki y'all wouldn't have them mediocre bitches like Kendrick and Drake.
Negative	Amy Schumer sat down with The Hollywood Reporter and opened up about the sexist remarks and unnecessary criticism she's faced since
Negative	Lost my voice to a cold, but still cracked up knowing we wiped the floor with Kazakhstan and Saudi Arabia https://t.co/uWFAWbK1Sr
Negative	i'd rather go shopping for baby clothes with briana tomorrow than go to work
Negative	@AsennaWealth most if not all of the sept 11th terrorists were from saudi arabia. they are part of the problem.
Negative	They're going to release info and tickets for the JaDine World Tour on Dec 25 where is the chill people I need to see 'em in Milan wtf.
Negative	nothing like a little Lady Gaga on a Saturday night... only it's Friday night - my drunk mother
Negative	@AdamPlatt1999 one-sided support for Russia, which the Iran deal may've began addressing. 2. Not doing so to a certain extent would lead to
Negative	"Hearing Kendrick on ""Black Friday"" def made me miss the GKMC Kendrick again."
Negative	an example of my shitty luck is that I was in magic kingdom on monday and chris evans is there tonight like wtf universe help me out
Negative	@connieketchup Saudi Arabia is a monarchy. But it may fall if Economy gets very worse, and the King cant buy people off anymore.
Negative	@TrumpNation16 may Brook live under the Shariah, in Saudi Arabia 4 the rest of her miserable life. Allah Akbar!! Brookie girl LOL
Negative	One reason why the dry nut prices are going up in the last 3 years. IRAN is enduring a serious drought-  https://t.co/tmvN6EC3Tr
Negative	This is a free country that believes in equality but if you (or your father) were born in Iran or Syria, you're FOREVER a 2nd class citizen
Negative	The last thing Sonia &amp; Rahul Gandhi want today is words of support from Robert Vadra. It may only jeopardise their case #SoniaRahulHazirHo
Negative	if you think Kendrick's Black Friday was better than J. Cole's, you can block me now
Negative	@le_Sabre Well said. However moron that Rahul Gandhi may be, he deserves that level of security  @AdityaRajKaul
Negative	Since the US Russia et al. are bombing the shit out of Syria in the name of democracy how about Saudi Arabia? https://t.co/mgYA2yvKfW
Negative	To anyone in Briana's family who may stumble upon this let it be known that we've always believed you're bottom of the barrel trash but that
Negative	@iyad_elbaghdadi @JZarif Iran's democracy is super healthy, Iranians may vote for whoever the murdering mullahs want
Negative	Chris Evans is worse for wear as he parties with wife at London's Chiltern Firehouse following festive TFI Fri... https://t.co/ebIT9x8jvQ
Negative	James Corden telling Chris Evans' young son about a fight his parents were having live on TFI Friday.  #cringing
Negative	Blighttown may be annoying, but the worst place in Dark Souls, in my opinion, was Crystal Cave. Fuck those invisible platforms.
Negative	You mean the Iraqi's that have decided to side with Iran and are basically a satellite of that country? Yawn.  https://t.co/NRBojeZmR8
Negative	C'mon, @JhaSanjay! Rahul Gandhi has decimated the Congress, but you're still in the party #SoniaRahulHazirHo  https://t.co/98mhSfEflK
Negative	@shecyclesnbi not just Africa. In Iran (and many Islamic theocracies), women are treated as 2nd class citizens @MajimajiKenya @ZawadiNyongo
Negative	".@tedcruz ""ON @HillaryClinton WATCH we have witnessed the rise of Russia, Iran, and ISIS. Radical Islamic terrorists are on the march."""
Negative	@scottymiles96 He doesn't support the IRA, he refuses to wear a poppy because he's from Derry, where Bloody Sunday occurred.
Negative	That's what happens when you hang around with IRA Terrorists. It's hard to have any sympathy for the cunt.  https://t.co/acTuyoCu8g
Negative	@staceycollins_x don't make me come back up there now with me heater ass and Kim Kardashian your ass into next Black Friday. Slut
Negative	But Iran itself is discriminating against #Afghan refugees so much that it is to the point of racism. https://t.co/rULI5MriHT
Negative	Day for Night was pretty disappointing... still going tomorrow to see Kendrick Lamar, Dillon Frances and Prismo.... https://t.co/9CPfPXEL5n
Negative	Regime change vs stability is false choice. How about we stop supporting dictators + ugly regimes like Saudi Arabia in 1st place? #DemDebate
Negative	@HillaryClinton Is this why you took money from Saudi Arabia and other Muslim countries that treat women like 3rd class citizens?
Negative	If Matthew and Briana don't visit me tomorrow at work, I literally will throw myself in front of the train by the Highschool
Negative	maybe he got briana pregnant on the 28th kys Sam ur not funny
Negative	My Eyes! My Eyes! Kim Kardashian's wedding dress is on the tele. How does someone make Givenchy look so cheap &amp; bad?#Sunday Hilarious!
Negative	Yeah if Iran take some hostages he's a lock... SMH https://t.co/N62er29omt
Negative	Exact moment things went wrong in Iran leading directly to where we are today. Kills me every time I read about it  https://t.co/BKTRcn5RBi
Negative	@chadopitz we know Harvey is lying his Fat azz off...He already threatened Actors who stand in the way of Cate Blanchett's 3rd Oscar.#Carol
Negative	Sunday morning up at the lark a think I'll take a bomb to Hyde park hey hey hey it's the IRA
Negative	Saudi Arabia sentences woman to death by stoning for adultery but the man gets off with just 100 lashes: A mar... https://t.co/FQHQtQT1PF
Negative	Huge difference isis is killing innocents on the other hand Saudi Arabia kill accused people  https://t.co/6GiB7e0NT2
Negative	Body pls get your shit together and get rid of this flu tomorrow is Star Wars day ffs
Negative	Women don't let men enjoy anything. You're complaining about 1 month of Star Wars? Bitch, I sat through 2 years of Twilight.
Negative	Fresh off a Republican debate heavily focused on national security concerns, Donald Trump on Wednesday slammed the Iran nuclear deal that
Negative	Saudi Arabia is over producing to drive down the price of oil to eliminate US competition!   Bye, bye oil jobs! https://t.co/5ul2ztNr90
Negative	It's a Sunday afternoon in the small, church-going town of Covington. I look like trash and Thor's hungover. Cue the judgemental stares.
Negative	Alex - the worst player on the field - scores Milan's 3rd. Should be victory and 3 points secured now
Negative	I honestly don't understand twilight at all this is the 3rd one I'm watching now
Negative	I'll hate on Kendrick all fucking day but that Black Friday freestyle is fucking legendary
Negative	Tony Blair's wars on terror (eg Afghanistan) failed to make Britain safer (from heroin)  https://t.co/TyiGlUTyzx
Negative	How cam called obj over to him was just as disrespectful when Kendrick called out Cole 1st and last name on control and not everybody else
Negative	If you look up the definition of narcissism in the dictionary there's a picture of Kim Kardashian  https://t.co/uxlL1RsYAf
Negative	"Increased vetting of Obama's""Come to America""Visa card ALL we need to stop the Iran deal? GOP Won't go for it #tcot https://t.co/RfYJu08EyH"
Negative	@mavrick803 rubbish those who kill innocent are going hell simple. 2nd highest population of Jews in ME live in Iran after isreal
Negative	What works for Kim Kardashian may not work the same way for you girls! #Facts
Negative	@lettywho1 You may very soon get what your wish. #Israel looks set to come out of the closet &amp; give their bomb raid kiss of death to Iran.
Negative	Saudi Arabia refuses to take in Syrian 'refugees' because it may upset their national balance. Why do EU leaders not see this as a problem?
Negative	I can already see articles talking about this and how he should be w/ Briana or some shit the Sun will bust a nut https://t.co/BfMPwDCERD
Negative	Ceasefire violations @Yemen The Houthi forces should think about Yemen's tomorrow Saudi Arabia should see peace and #UN to rethink
Negative	Maybe I should correct Trump on this 150 billion gift to Iran. But he may yell at me and I may get grief from neocons too-MSM thinking
Negative	What has this world has come to,1st Trump 4 president,now Kim Kardashian emojis.Do they have to take all the joy?#trump#Kardashians#bullshit
Negative	Be careful of what you share on Facebook #HuntsmanSpyder your Saudi Arabia mech boss may be watching #StayDirty/Ballin #MathNotMyth
